brand,model,display,colors,os,cpu,sensors,speaker,jack,gps,weight,mem,ram,camera,battery,price,vol,size,ppi,release
Celkon,A42,LCD,Yellow| Blue| White,Android,Dual-core 1.3 GHz,Accelerometer| proximity,Yes,Yes,Yes,NA,4,0.512,5,1400,80,80.6,4,233,2014
Celkon,Q500 Millennium Ultra,LCD,White,Android,Quad-core 1.2 GHz,Accelerometer| proximity,Yes,Yes,Yes,149,16,2,8,2500,120,83.6,5,294,2014
Celkon,A500,NA,Black| White,Android,Dual-core 1.3 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,147,8,1,5,2000,90,104.7,5,196,2014
Celkon,A21,NA,Black| Blue| Red,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer,Yes,Yes,No,115.3,NA,0.256,3.15,1500,60,89.1,4,144,2014
Celkon,Q455,LCD,White| Black| Blue,Android,Quad-core 1.2,Accelerometer| proximity,Yes,Yes,Yes,130,16,1,8,2000,100,73.3,4.5,245,2014
Celkon,A35k,TFT,White| Blue,Android,1.0 GHz,Accelerometer| proximity,Yes,Yes,No,102,2,0.256,3.15,1400,40,80.2,3.5,165,2014
Celkon,A125,TFT,White| Black,Android,Dual-core 1.3 GHz,Accelerometer| proximity,Yes,Yes,Yes,NA,4,0.512,5,2000,80,94.5,4.5,286,2014
Celkon,AR50,TFT,White,Android,Dual-core 1.2 GHz,Accelerometer| proximity,Yes,Yes,No,140,4,0.512,5,2000,60,103.8,5,220,2013
Celkon,AR45,TFT,White,Android,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,No,NA,4,0.512,5,2000,90,NA,4.5,286,2013
Celkon,A15,TFT,White,Android,Dual-core 1.0 GHz,Accelerometer,Yes,Yes,No,NA,NA,0.256,3.15,1400,50,NA,3.5,165,2013
Celkon,C7045,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,1.3,1200,30,NA,3.5,165,2013
Celkon,C76,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,1.3,1400,20,NA,2.8,143,2013
Celkon,C64,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,1.3,1400,20,NA,2.6,154,2013
Celkon,C63,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,NA,1400,20,NA,2.6,154,2013
Celkon,A112,TFT,Black/White,Android,Dual-core 1.2 GHz,Proximity| gyro,Yes,Yes,No,NA,4,0.512,8,2000,90,NA,5,196,2013
Celkon,A63,TFT,Black,Android,Dual-core 1.2 GHz,Proximity| gyro,Yes,Yes,No,NA,NA,0.256,3.15,1500,50,NA,4,233,2013
Celkon,A20,TFT,Black,Android,Dual-core 1.2 GHz,Proximity| gyro,Yes,Yes,No,NA,NA,0.512,3.15,1500,60,NA,4,233,2013
Celkon,A10,TFT,Black,Android,Dual-core 1.0 GHz,Gyro,Yes,Yes,No,NA,NA,0.512,1.3,1500,50,NA,3.5,165,2013
Celkon,A119 Signature HD,NA,Black| White,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity,Yes,Yes,Yes,177,4,1,12,2100,200,102.5,5,294,2013
Celkon,A87,NA,Black| White,Android,1.0 GHz,Accelerometer,Yes,Yes,No,NA,NA,0.512,5,1450,70,NA,4,233,2013
Celkon,A225,NA,Black,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer,Yes,NA,Yes,NA,NA,NA,8,2100,140,NA,4.7,208,2013
Celkon,C7050,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,2,1200,40,NA,4,144,2013
Celkon,C7070,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,2,1200,40,NA,3.5,165,2013
Celkon,GC10,TFT,Black,Other,NA,NA,Yes,Yes,No,NA,NA,NA,1.3,1000,40,NA,2.6,154,2013
Celkon,C3333,TFT,Black/Red| Gray,Other,NA,NA,Yes,Yes,No,NA,NA,NA,1.3,3000,30,NA,2.6,154,2013
Celkon,A220,NA,Black| Gray,Android,1.0 GHz,Accelerometer,Yes,NA,Yes,NA,NA,NA,5,2000,120,NA,4.63,211,2013
Celkon,A27,NA,Blue| Black| White,Android,1.0 GHz,Accelerometer,Yes,NA,Yes,NA,NA,NA,8,1800,130,NA,4.63,211,2013
Celkon,A79,TFT,Black,Android,Dual-core 1.0 GHz,Accelerometer,Yes,Yes,Yes,98,NA,NA,3.15,1300,70,92.7,3.5,151,2013
Celkon,A83,TFT,White| Black,Android,1.0 GHz,Accelerometer,Yes,Yes,No,103,NA,NA,2,1450,50,104,3.2,165,2012
Celkon,A77,TFT,White| Black,Android,1.0 GHz,Accelerometer,Yes,Yes,No,104,NA,NA,2,1300,50,97.2,3.5,151,2012
Celkon,A200,TFT,Black| White,Android,Dual-core 1.0 GHz,Accelerometer| proximity,Yes,Yes,Yes,147,NA,NA,5,1500,120,93.5,4.3,217,2012
Celkon,A900,TFT,Black,Android,1.0 GHz,Accelerometer,Yes,Yes,Yes,185,NA,NA,5,2000,120,127.3,5,187,2012
Celkon,A85,TFT,White,Android,1.0 GHz,Accelerometer| proximity,Yes,Yes,No,125,NA,0.256,3.15,1200,60,49.3,3.5,165,2012
Celkon,A22,TFT,White,Android,Dual-core 1.0 GHz,Accelerometer,Yes,Yes,Yes,145,NA,NA,8,2000,130,86.9,4.5,245,2012
Celkon,CT 2,TFT,Black,Android,1.0 GHz Cortex-A8,Accelerometer,Yes,Yes,Yes,NA,NA,NA,NA,3000,100,270,7,133,2012
Celkon,A89,TFT,Black,Android,1.0 GHz,Accelerometer| proximity,Yes,Yes,Yes,NA,NA,NA,3.15,1400,70,NA,3.5,NA,2012
Celkon,A97i,TFT,Black| White,Android,1.0 GHz Cortex-A9,Accelerometer,Yes,Yes,Yes,139,NA,NA,8,1500,100,87.3,4,233,2012
Celkon,A19,TFT,Black,Android,832 MHz,Accelerometer| proximity,Yes,Yes,Yes,110,NA,NA,5,1400,130,91.1,4,233,2012
Celkon,A97,TFT,Black,Android,1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,130,NA,NA,5,1500,110,87.3,4,233,2012
Celkon,A95,TFT,Black,Android,1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,104,NA,NA,3.2,1400,70,77.9,3.2,180,2012
Celkon,C5050,TFT,Black/Red,Other,NA,NA,Yes,Yes,No,89,NA,NA,2,1000,40,84,2.8,143,NA
Celkon,C227,TFT,Black,Other,NA,NA,Yes,Yes,No,107,NA,NA,3.15,1000,50,73.4,2.8,167,NA
Celkon,C88,TFT,Black,Other,NA,NA,Yes,Yes,No,98,NA,NA,2,1300,50,83.2,3.2,146,NA
Celkon,C2000,TFT,Black,Other,NA,NA,Yes,NA,No,143,NA,NA,1.3,2000,40,92.8,2.8,143,NA
Celkon,C99,TFT,Black/Red,Other,NA,NA,Yes,Yes,No,86,NA,NA,2,800,40,60.5,2.8,143,NA
Coolpad,Note 5 Lite,LCD,Gold| Gray,Android,Quad-core 1.0 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,148,16,3,13,2500,120,91.4,5,294,2017
Coolpad,Cool1 dual,LCD,Gold| Silver| Rose Gold,Android,Octa-core (4x1.2 GHz Cortex-A53 & 4x1.8 GHz Cortex-A72),Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,167,32,NA,13,4060,200,93.2,5.5,401,2016
Coolpad,Conjr,LCD,Gray,Android,Quad-core 1.0 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,148,16,3,13,2500,210,89.6,5,294,2017
Coolpad,Cool S1,LCD,Gold,Android,Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,168,64,4,16,4070,420,84.8,5.5,401,2017
Coolpad,Mega 3,LCD,Champagne White| Moondust Grey| Gold White,Android,Quad-core 1.2 GHz,Accelerometer| proximity,Yes,Yes,Yes,170,16,2,8,3050,110,96,5.5,267,2016
Coolpad,Note 5,LCD,Royal Gold| Space Gray,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,173.4,32,4,13,4010,180,102.4,5.5,401,2016
Coolpad,Modena 2,LCD,Gold| Black,Android,Quad-core 1.0 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,143,16,2,8,2500,180,93.4,5.5,267,2016
Coolpad,Mega,LCD,Gold| White| Black,Android,Quad-core 1.0 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,143,16,3,8,2500,80,92.8,5.5,233,2016
Coolpad,Torino,LCD,White/Gold,Android,Octa-core (4x1.36 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,163,16,3,13,2500,200,102.5,5.5,267,2016
Coolpad,Note 3 Plus,LCD,Champagne Gold| White,Android,Octa-core 1.3 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,168,16,3,13,3000,120,105.3,5.5,401,2016
Coolpad,Max,LCD,Royal Gold| Rose Gold,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,170,64,4,13,2800,380,87.4,5.5,401,2016
Coolpad,Porto S,LCD,White,Android,Quad-core 1.0 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,125,8,1,8,2000,130,78.2,5,294,2016
Coolpad,Torino S,LCD,Various,Android,Quad-core 1.2 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,120,16,2,8,1800,180,74.5,4.7,312,2016
Coolpad,Note 3 Lite,LCD,Black| White| Champagne white,Android,Quad-core 1.3 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,142,16,3,13,2500,110,88.2,5,294,2016
Coolpad,Note 3,LCD,White,Android,Octa-core 1.3 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,NA,16,3,13,3000,120,108.1,5.5,267,2015
Coolpad,Shine,LCD,Gold,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,NA,8,2,13,2500,200,101.6,5.5,267,2015
Coolpad,Modena,LCD,White,Android,Quad-core 1.2 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,158,8,1,8,2500,160,102,5.5,200,2015
Coolpad,Porto,LCD,White,Android,Quad-core 1.2 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,119,8,1,8,1800,150,75.4,4.7,234,2015
Dell,Venue 8 7000,OLED,Black,Android,Quad-core 2.3 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,305,16,2,8,NA,250,163.6,8.4,359,2015
Dell,Venue 8,LCD,Black,Android,Dual-core 2.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,292,16,2,5,4100,130,270.1,8,189,2013
Dell,Venue 7,LCD,Black| Red,Android,Dual-core 1.6 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,234,16,2,3.15,4100,100,218.6,7,216,2013
Dell,Streak Pro D43,AMOLED,Black,Other,Dual-core 1.5 GHz Scorpion,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,145,8,1,8,1520,450,83,4.3,256,2012
Dell,Streak 7,TFT,Gray,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,453.6,16,NA,5,2780,210,297.1,7,133,2011
Dell,Streak 7 Wi-Fi,TFT,Gray,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,453.6,16,NA,5,2780,140,297.1,7,133,2011
Dell,Venue,AMOLED,Black,Android,1.0 GHz Scorpion,Accelerometer| proximity| compass,Yes,Yes,Yes,164,1,0.512,8,1400,390,99.9,4.1,228,NA
Dell,XCD35,TFT,Black,Android,600 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,120,NA,0.256,3.15,1250,280,77.9,3.5,267,NA
Dell,XCD28,TFT,Black,Android,600 MHz ARM 11,NA,Yes,Yes,Yes,100,NA,0.256,3.15,1100,180,81.3,2.8,143,NA
Dell,Venue Pro,AMOLED,Black,Windows,1.0 GHz Scorpion,Accelerometer| proximity| compass,Yes,Yes,Yes,192.8,8,0.512,5,1400,220,117.8,4.1,228,NA
Dell,Streak,TFT,Black| Red| white,Android,1.0 GHz Scorpion,Accelerometer| proximity| compass,Yes,Yes,Yes,220,16,0.512,5,1530,190,120.9,5,187,NA
Dell,Aero,TFT,Black,Android,Marvell PXA310 624 MHz,Accelerometer| proximity,Yes,No,Yes,104,NA,NA,5,1000,230,82.6,3.5,210,NA
Dell,Mini 3i,TFT,Passion Red| Oiled Bronze,Other,NA,Accelerometer| proximity,Yes,No,Yes,102,NA,NA,3.15,1000,230,83.4,3.5,210,NA
Dell,Mini 3iX,TFT,Oiled Bronze and Ocean Blue,Android,NA,Accelerometer| proximity,Yes,No,Yes,108,NA,NA,3.15,1000,230,84.1,3.5,210,NA
Eten,glofiish X610,TFT,Black,Windows,Samsung S3C2442 400 MHz,NA,Yes,No,Yes,136,NA,0.064,2,NA,200,93.1,2.8,143,NA
Eten,glofiish V900,TFT,Black,Windows,Samsung 667 MHz,NA,Yes,No,Yes,147,NA,0.128,3.15,1530,590,109,2.8,286,NA
Eten,glofiish X900,TFT,Black,Windows,Samsung S3C 6400 533 MHz,NA,Yes,No,Yes,147,NA,0.128,3.15,NA,350,109,2.8,286,NA
Eten,glofiish DX900,TFT,Black,Windows,Samsung S3C 6400 533 MHz,NA,Yes,No,Yes,147,NA,0.128,3.15,NA,320,109,2.8,286,NA
Eten,glofiish M810,TFT,Black,Windows,Samsung S3C 2442 500 MHz,NA,Yes,No,Yes,179,NA,0.064,2,1530,230,113.1,2.8,143,NA
Eten,glofiish X650,TFT,Black| Purple,Windows,Samsung SC32442 500 MHz,NA,Yes,No,Yes,136,NA,0.064,2,1530,220,91.2,2.8,286,NA
Eten,glofiish X600,TFT,Black| Red,Windows,Samsung S3C2442 400 MHz,NA,Yes,No,Yes,136,NA,0.064,2,1530,170,91.2,2.8,143,NA
Eten,glofiish X500+,TFT,Silver| Black,Windows,Samsung S3C2440 400 MHz,NA,Yes,No,Yes,146,NA,0.064,2,1530,180,104.2,2.8,286,NA
Eten,glofiish X800,TFT,Black,Windows,Samsung SC3 2440 500 MHz,NA,Yes,No,Yes,146,NA,0.064,2,1530,180,108.5,2.8,286,NA
Eten,glofiish M700,TFT,Silver,Windows,Samsung S3C2440 400 MHz,NA,Yes,No,Yes,165,NA,0.064,2,1530,290,137.3,2.8,143,NA
Eten,glofiish X500,TFT,Silver,Windows,Samsung S3C2440 400 MHz,NA,Yes,No,Yes,146,NA,0.064,2,1530,290,104.2,2.8,143,NA
Eten,M550,TFT,White,Windows,Samsung 2440 400 MHz,NA,Yes,No,No,165,NA,0.064,1.3,1440,220,150.3,2.8,143,NA
Eten,M600+,TFT,NA,Windows,Samsung S3C 2440 400 MHz,NA,Yes,No,No,174,NA,0.064,2,1440,320,149.2,2.8,143,NA
Eten,G500,TFT,NA,Windows,Samsung S3C2440 400 MHz,NA,Yes,No,Yes,191,NA,0.064,1.3,1440,300,169.7,2.8,143,NA
Eten,M600,TFT,NA,Windows,Samsung 2440 400 MHz,NA,Yes,No,No,165,NA,0.064,1.3,1440,310,149.2,2.8,143,NA
Garmin-Asus,A10,TFT,Black,Android,NA,Accelerometer| compass,Yes,Yes,Yes,NA,4,0.512,5,1500,310,NA,3.2,180,NA
Garmin-Asus,nuvifone M10,TFT,Black| White,Windows,600 MHz ARM 11,Accelerometer,Yes,Yes,Yes,NA,4,0.512,5,1500,310,NA,3.5,267,NA
Garmin-Asus,nuvifone G60,TFT,Black,Other,NA,NA,Yes,No,Yes,137,4,0.128,3.15,1100,190,90.9,3.55,155,NA
Garmin-Asus,nuvifone M20,TFT,Green| Red| Blue| Black,Windows,528 MHz ARM 11,Accelerometer,Yes,No,Yes,99,4,NA,3.15,920,300,64,2.8,286,NA
Gigabyte,GSmart Essence 4,TFT,Black,Android,Dual-core 1.0 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,105,4,0.512,2,1300,60,73.8,4,233,2015
Gigabyte,GSmart Classic Lite,LCD,Black,Android,Quad-core 1.2 GHz,Accelerometer| proximity,Yes,Yes,Yes,145,8,0.512,5,2100,80,96,5,196,2015
Gigabyte,GSmart Essence,LCD,Black| White,Android,Quad-core 1.2 GHz,Accelerometer| proximity,Yes,Yes,Yes,125,8,0.512,5,1600,70,79,4.5,218,2015
Gigabyte,GSmart Classic,LCD,Black| Gray,Android,Quad-core 1.2 GHz,Accelerometer| proximity,Yes,Yes,Yes,150,8,1,8,2000,100,91,5,294,2015
Gigabyte,GSmart Mika M2,LCD,Black,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,150,8,1,13,2000,190,89.7,5,294,2014
Gigabyte,GSmart T4,LCD,Black| White,Android,Dual-core 1.3 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,121,4,0.512,8,1400,100,76.6,4,233,2014
Gigabyte,GSmart Guru,LCD,Black,Android,Quad-core 1.5 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,NA,32,2,13,2500,440,NA,5,441,2013
Gigabyte,GSmart Roma R2,LCD,Black| White| Blue| Red,Android,Dual-core 1.3 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,NA,4,1,5,1400,140,NA,4,233,2013
Gigabyte,GSmart Aku A1,TFT,Black| White,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,147.7,4,1,5,2000,150,113,4.5,218,2013
Gigabyte,GSmart Maya M1 v2,LCD,Gray| White| Red,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,147,4,1,8,1700,200,88.4,4.5,245,2013
Gigabyte,GSmart Sierra S1,LCD,Black/White,Android,Quad-core 1.5 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,168,4,1,13,2000,220,93.9,5,294,2013
Gigabyte,GSmart Simba SX1,LCD,Black/White,Android,Dual-core 1.4 GHz Krait,Accelerometer| proximity| compass,Yes,Yes,Yes,165,4,1,13,1900,260,99.9,5,294,2013
Gigabyte,GSmart Maya M1,LCD,Brown| Brown/White| Brown/Red,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,150.5,4,1,8,1700,220,88.4,4.5,245,2013
Gigabyte,GSmart Rio R1,LCD,Black| Black/White| Black/Blue| Black/Pink| Black/Yellow,Android,Dual-core 1.0 GHz Cortex-A5,Accelerometer| proximity,Yes,Yes,Yes,130.5,4,0.512,5,1500,150,83.2,4,233,2013
Gigabyte,GSmart GS202,LCD,White| Brown,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,147.6,4,0.512,5,1500,110,94.6,4.3,217,2012
Gigabyte,GSmart G1362,TFT,Gray| White,Android,Dual-core 1.2 GHz Cortex-A5,Accelerometer| proximity,Yes,Yes,Yes,155,4,0.512,5,1550,210,98.7,4.3,228,2012
Gigabyte,GSmart G1355,TFT,Gray,Android,800 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,168,1,0.512,5,1500,190,104.2,4.3,217,2012
Gigabyte,GSmart G1310,TFT,Champagne gold| pearl white,Android,528 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,117,NA,0.256,5,1260,10,87.8,3.2,180,2011
Gigabyte,GSmart G1317 Rola,TFT,Glossy Black| Glossy White,Android,528 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,116,NA,0.256,3.15,1260,130,90.6,3.2,146,2011
Gigabyte,GSmart S1205,TFT,Black,Windows,416 MHz Media Tek MT6516,NA,Yes,Yes,Yes,NA,NA,0.128,3.15,1320,150,79.7,3.2,146,NA
Gigabyte,GSmart G1305 Boston,TFT,Black| White,Android,600 MHz ARM 11,Accelerometer,Yes,Yes,Yes,118,NA,0.256,5,1230,110,81.7,3.2,180,NA
Gigabyte,GSmart MS820,TFT,Dark Gray,Windows,Marvell PXA270 520MHz,Accelerometer,Yes,No,Yes,105,NA,0.128,5,1300,380,96.5,2.8,286,NA
Gigabyte,GSmart MS800,TFT,Black,Windows,Marvell PXA270 520MHz,NA,Yes,No,Yes,133,NA,0.064,2,1300,360,102.7,2.8,143,NA
Gionee,S10,LCD,Cherry Gold| Dark Black| Indigo Blue| Primrose Green,Android,Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Fingerprint (front-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,178,64,4,16,3450,380,88.1,5.5,401,2017
Gionee,S10B,LCD,Black,Android,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (front-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,NA,64,4,13,3700,240,NA,5.5,401,2017
Gionee,S10C,LCD,Black| Gold| Green,Android,Quad-core 1.4 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,NA,32,4,13,3100,200,NA,5.2,282,2017
Gionee,M6s Plus,AMOLED,Black,Android,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53),Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,215,64,6,12,6020,460,109.7,6,367,2017
Gionee,A1 Plus,LCD,Gray| Mocha Gold,Android,Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,226,64,4,13,4550,370,126.1,6,367,2017
Gionee,A1,AMOLED,Black| Gray| Gold,Android,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,182,64,4,13,4010,280,98.1,5.5,401,2017
Gionee,F5,LCD,Gold| Rose gold,Android,Octa-core 1.5 GHz Cortex-A53,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,162,32,4,13,4000,250,86,5.3,277,2017
Gionee,M2017,AMOLED,Black| Gold,Android,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,No,Yes,238,128,6,12,7000,1150,89.1,5.7,515,2016
Gionee,Steel 2,LCD,Jazz Gold| Gold Black,Android,Quad-core 1.25 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,160,16,3,8,4000,210,87.5,5,294,2017
Gionee,P7,LCD,White| Latte Gold| Gr&#1072;y,Android,Quad-core 1.3 GHz,Accelerometer| proximity,Yes,Yes,Yes,NA,16,2,8,2300,140,NA,5,294,2016
Gionee,S9,LCD,Black| Gold| Rose Gold,Android,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,168.2,64,4,13,3000,370,87.2,5.5,401,2016
Gionee,P7 Max,LCD,Gold,Android,Octa-core 2.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,183,32,3,13,3100,190,104.1,5.5,267,2016
Gionee,S6s,LCD,Mocha Gold| Latte Gold,Android,Octa-core 1.3 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,166,32,3,13,3150,280,96.9,5.5,401,2016
Gionee,S6 Pro,LCD,Gold| Silver| Rose Gold,Android,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,170,64,4,13,3130,390,87.6,5.5,401,2016
Gionee,P5 Mini,LCD,White| Black| Blue,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer,Yes,Yes,Yes,153,8,1,5,1800,90,79.3,4.5,218,2016
Gionee,W909,LCD,Rose gold/Black,Android,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity,Yes,Yes,Yes,207.7,64,4,16,2530,550,128.6,4.2,350,2016
Gionee,S8,AMOLED,Gray| Gold| Rose Gold,Android,Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,147.2,64,4,16,3000,450,80.9,5.5,401,2016
Gionee,Marathon M5 mini,LCD,White| Gold| Black,Android,Quad-core 1.3 GHz Cortex-A7,Yes,Yes,Yes,Yes,NA,16,2,8,4000,120,97.8,5,294,2016
Gionee,Marathon M5 enjoy,TFT,White| Gold,Android,Quad-core Cortex-A53,Fingerprint (front-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,200,16,3,8,5000,340,106,5.5,267,2015
Gionee,Marathon M5 Plus,AMOLED,White| Gold,Android,Octa-core 1.3 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,208,64,3,13,5020,420,109.7,6,368,2015
Gionee,Marathon M5 lite,LCD,Gold| Gray,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,183,32,3,8,4000,170,85,5,294,2016
Gionee,Pioneer P5W,LCD,White| Blue| Red| Yellow| Black,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,153,16,1,5,2000,90,91.8,5,294,2016
Gionee,S6,AMOLED,Gold,Android,Octa-core 1.3 GHz Cortex-A53,Yes,Yes,Yes,Yes,147,32,3,13,3150,290,78.2,5.5,267,2015
Gionee,F103,LCD,Pearl White| Dawn White & black,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,136.6,16,2,8,2400,130,80.4,5,294,2015
Gionee,Elife E8,AMOLED,Various,Android,Octa-core 2.0 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,210,64,3,24,3500,480,129.6,6,490,2015
Gionee,Marathon M4,AMOLED,Black| White,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,176,16,2,8,5000,220,105.1,5,294,2015
Gionee,Marathon M5,AMOLED,White| Gold| Black,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,211,32,3,13,6020,330,99.3,5.5,267,2015
Gionee,Pioneer P4S,NA,Black| White,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,NA,8,1,5,1800,120,79.2,4.5,218,2015
Gionee,Elife S7,AMOLED,White| Black| Maldives Blue,Android,Octa-core 1.7 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,125.3,16,2,13,2700,400,59.3,5.2,424,2015
Gionee,Marathon M3,LCD,Black| White,Android,Quad-core 1.3 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,180.3,8,1,8,5000,170,107.5,5,294,2014
